BLOCK;DATETIME;TX;DONAR;DONATION[BTC];DAYSUM[BTC];DAYRATE[AGS/BTC];RELATED_ADDR
278637;2014-01-05 00:07:01 UTC;82267f02ba339ad5c1721f9544823250629b388ca13e47c4fc71aaa6d3810f72;1DzmS2sUAAKPyuBfV81zsJFBk6B1PsXieU;0.001;0.001;5000000.0;
278640;2014-01-05 00:47:08 UTC;561f6118a76d34eb531cd3c156c11c54bfbf609061b705125a4ab14fe2e7ca69;1PQV79FF7Gt3Fp9bY6JCxPo8jwM93HdWra;0.1;0.101;49504.95049505;
278645;2014-01-05 01:09:04 UTC;c99e8acf2d28349003dd8ff870c6f1ca2029b89d91ede0d9cd46d98ce8032850;1M16SzSwY9RXpxadEyQ6vdjnNUntk4iogu;0.12345;0.22445;22276.67631989;
278645;2014-01-05 01:09:04 UTC;d72e8fcae1d8e45ebeb0fa70f3007a2265a6d43c3660e3d7c796b354f5c40c1b;1765s6HMMane9jMf74Nsop2eBCXbtQUWCv;0.5;0.72445;6901.78756298;16PtgDmLb8gixJZKAzgXa8PWeyos9n4vur
278646;2014-01-05 01:09:41 UTC;9cf05aed824a0a273b131183c14501962da19bd329d553ccf00cb93e457911be;16W9ES1YabbMBcKXHxxFHoGYc4fkKR2MCD;0.01;0.73445;6807.81537205;
278646;2014-01-05 01:09:41 UTC;3925ac88013750e68a6ff6d964303222a032d3c67d6dde6e3533ed9e04327b3d;16YCr8N77dPAuotoCr4PtpFBz1zzYU8AuM;0.1;0.83445;5991.97075918;
278652;2014-01-05 01:59:45 UTC;9a69b82d358ac4c09e2d6c1e56c3cc49250e25bf5b08eefe1af5671aac67b9c3;1JFTkcuW8LzjCSQHF9EoZ6EiKQ2dG1FXK4;0.1;0.93445;5350.74107764;
278653;2014-01-05 02:03:18 UTC;243a535b91b0fc87eb57095c4651e6633b36169a37b932fbfe7638a106aad2cb;1D97Aa4S69W6MGsP1BW62zmfRF87op9tKj;0.02;0.95445;5238.61910001;15F88zRwxDfg2rpZX81E2HD4GbzgaUkUzN,1Ddfyujv8WMrrLCKxTNvpdxiMwoBQVxMZm
278656;2014-01-05 02:16:07 UTC;dcd8a805d1381284e3e1cd4229fa460577fa9a2acef4a42de57d4bdb093177ce;17VvQggEFrcX2bSB4veiJxj6M6SWazep6q;0.1;1.05445;4741.80852577;
278659;2014-01-05 02:44:56 UTC;5383e1776cff29f123960b5b951fbc4b782c86977ed3ce820f6a2283a6c2e8d1;1JRN2XcqRgNEcxhbzktGLj3BLDsPhvBFei;1.0;2.05445;2433.74139064;
278662;2014-01-05 03:12:35 UTC;0713b5a011acf0c60c97d1a1f7b4dea3dac7bc95cd5ebcc8c596a402e9f0ac37;1GxYLTQx3ZvVNpwZMHz4vw342S4b1zVAwk;0.04;2.09445;2387.26157225;
278664;2014-01-05 03:28:51 UTC;95abd1e254403471f6d6fb647b3cabe6ba9af519666a2c0b074d592fb802954d;1NHoFowg6LnyExsReXVHcEkqn7hVwaSXGK;2.0;4.09445;1221.16523587;
278673;2014-01-05 04:51:15 UTC;957522ea25ef62e399da55229b78663fb3b4fcc8c86328a226623603470161da;1M9CDvs3iJFdFKdwZGsiyRoeTB1RK29tpS;0.175;4.26945;1171.11103304;
278674;2014-01-05 05:00:04 UTC;11ab76a6d3fabd4231d66d27217128416f4a5117f7b63af862a82ad394c3a352;1MUgrcktPuHAq862AGK83RuWkxPgqM6Xqk;0.0163;4.28575;1166.65694453;
278689;2014-01-05 06:25:41 UTC;4f5e998c0ed02f420d5a631ea7aa8fc8c2db23a20964cebfa2ed490a7b086a3e;19iDaL166QHjPAjcuVCAMp7J6xoLDn3Gu8;0.1;4.38575;1140.05586274;
278690;2014-01-05 06:26:56 UTC;94a1b3ce5209bedd241f5e087753bd18e842cd5c4cb2eb13834fa1ad21e18d40;1NLvSZNWrCGSkouq5ufSLyDh81qBgSzx2x;0.02;4.40575;1134.88055382;
278695;2014-01-05 06:57:37 UTC;67922081b17dca4d90bc3f2dd0819a1c1bed3fa359c72cc1a1acc2f013140c82;1AWVQVhxVSNK2mu5VR1pLQyArq4JMJGLMf;0.08;4.48575;1114.640807;
278706;2014-01-05 08:29:10 UTC;47d66b12c51414cdfdeebc41f38517964c8c392eeee520183c2f7a3f601805a6;1FKz8GbzrYjN8zbXgj9AqB1TqDMq6UHhiJ;0.01;4.49575;1112.16148585;
278706;2014-01-05 08:29:10 UTC;39b8aa3a8114ade778be01f3f8f96b2c46760134db1ce0673c5a662f0ca6eb8f;12hB58yn2k6y8p7rEWJzGffxKS2QyYfuWb;0.03;4.52575;1104.78926145;
278717;2014-01-05 09:36:09 UTC;1f5afd413ed41ea2671d23f5f560db8d13bba1377c1f37c79c887d2d5df6b370;1DmENAoTQ1HwxmK7yFNgR7RqH7q89c8KrN;0.04;4.56575;1095.11033237;
278722;2014-01-05 10:10:01 UTC;6cff63abdf1bfe89719f7573c843f28aa928458f554b21204e10c8f9ed5ca885;1EGWdJNXAYpnRVUVKLD5avxS2vh7F4h4dZ;0.05;4.61575;1083.24757623;
278722;2014-01-05 10:10:01 UTC;7e485d54e145e7851446bb09f00afcefefe315160cfe169d0f876da13e39437a;15kdS3VWymze6T2svRz4wHJJqfonuxyy12;0.00419664;4.61994664;1082.26358216;
278724;2014-01-05 10:26:34 UTC;764daf8b04267496a725755bcb897f86b4ce279e9db01e5c679f94bdbdd64118;1K2qmHwxyZumsfWPWekrEwo62UzvxY6V9m;0.0004;4.62034664;1082.16988672;
278732;2014-01-05 11:21:48 UTC;dd3f8162e56d1c432a0cc92cf3076d1479cd3c8bbcb13a1cc09850fda0ce59c8;1AsMkNQ6z39g9Nvfs7PLExfXFCZMkPxjzF;0.2;4.82034664;1037.269801;
278738;2014-01-05 12:02:01 UTC;34ed216420431a95d51406f2ec8e566113544e297c57900a26e5c136aeec5cf8;1CXM5comuE2Vapb512hYtAeFmk3Pwa8qmb;0.13;4.95034664;1010.03027941;
278748;2014-01-05 13:39:31 UTC;66bbed65a7160428d2d5dec14eca58cd7e9c57551d087fb6b2b20e3ade857bd1;15kdS3VWymze6T2svRz4wHJJqfonuxyy12;0.08668029;5.03702693;992.64905062;
278749;2014-01-05 13:49:18 UTC;8a6cd489904b90b0837b826d2f1bec8f0b4202612b4e6f01d3fd6851d4dc5d2e;17enyuDJz5w5ybgKcsATgfgxQrhnB5Szu5;0.0102;5.04722693;990.64299453;
278749;2014-01-05 13:49:18 UTC;6a60ffa3ebc0fcf9c836054986b8a4f27dadfed6b0026b25cb6856547e5c2fea;1CXM5comuE2Vapb512hYtAeFmk3Pwa8qmb;0.1;5.14722693;971.39684494;
278750;2014-01-05 13:53:19 UTC;e86e4a38c22bbfcbc9edd30ef55e56fd3c82efd1834c7ca3308a891b454580a6;1E3T31jbmDuYHPYno8SiQ3vg6J4dkWSKzy;0.025;5.17222693;966.70159057;
278761;2014-01-05 14:57:57 UTC;97f28b365c29cb46fc737eb338030bbc59a345dbe0c9307499877efa0ee8982f;1CXM5comuE2Vapb512hYtAeFmk3Pwa8qmb;0.25;5.42222693;922.13034691;
278761;2014-01-05 14:57:57 UTC;0284ac9d2a776c26807e29c324f1de2121f779e54d0ced30d4108d353ac445ae;1DakvLcVHDC1fh9GYrGYsvA8DZycVoBvmh;0.5;5.92222693;844.2770024;16qFQbdDZLQrUT2zpuuzNVE4eno55gvTsA
278766;2014-01-05 15:38:08 UTC;61c455760917ed8431a4833569c0a475d2677918f165d135af01d70dc75b6868;1Pe5bM4ZjyPxh9xf67dp9S4nwXxY9Z8fiU;1.0;6.92222693;722.31090523;
278768;2014-01-05 15:53:11 UTC;36de613b445990c1a7266d2b7ab6c1835ec5b1a87f7ac9d16813612f6dd104e1;1PsVttUXhCrBRSDWp6f3LRED1vdF23Bdyj;0.1;7.02222693;712.02483911;
278768;2014-01-05 15:53:11 UTC;36c333548b1c3b93e77c6b00e20c38dea6cac2e86b6e5382eba55925cd692be6;1BugYoBNg3QniUFz9MYNxbxBci8p1ztd6E;1.5;8.52222693;586.70111006;
278771;2014-01-05 16:21:09 UTC;40f8c8c1709267a40bb2755b35c9706d584aba995a75bbd7e149653835baaa3d;1FpEiNRrP4Ro627q1H8wZaN5RNEzT5Aj6J;0.5;9.02222693;554.18690294;
278771;2014-01-05 16:21:09 UTC;79897579f99b2286ee70f0ff1af4110067a805810f5ea0ca46b65344bb478be5;15BJwmXx6bU8znS88C4BY4PQGe2jdjkiXa;1.0;10.02222693;498.8911182;1LeWwz6HxUUvfTHFJjvg5QYvvcWay62zwR,15SdM7KYHTP6aPxkwyZg4aeLQjA5YHv9ZK
278771;2014-01-05 16:21:09 UTC;5d01bb543208143842b8cb4bd6a8315361b85ab6a8def5aa10463ae86dab9fb2;1AhhwyHSokZmBdCwwmbs3gsKJRPK6mq3u3;0.3;10.32222693;484.39159824;
278776;2014-01-05 16:56:42 UTC;5261718128a864fd45d4b4d2099fb593084df5f9bb8d6542031273117f743cbc;1NLvSZNWrCGSkouq5ufSLyDh81qBgSzx2x;1.0;11.32222693;441.60923738;
278782;2014-01-05 17:23:18 UTC;da80c7eff5fcd7e5c4f14caac57cf63f9372006f161e5c35a7eca6bd11ead163;15gCRdHzRFczreRT1JeiosXWEwfxSGmBPi;0.25;11.57222693;432.06895529;
278783;2014-01-05 17:33:10 UTC;41440a94b6765d11e4de41865909e48ee309bfbfea0bdd55a63ae63d203c051d;1JNXnePZQAy74uYKNgaQecgP1s7Q45QeoX;0.9995;12.57172693;397.71783366;
278783;2014-01-05 17:33:10 UTC;eaafcb8998f56ba9eab7e07ff289fb89d5ec70b01a060a0880cc84880b116d5f;1PKztBuJghnBnA7baWUqencPKxjCLLiLgH;10.0;22.57172693;221.51605925;
278783;2014-01-05 17:33:10 UTC;8bd9226513740283f1e5f7190cc9b11cbc44419026ae26f6aebd48839dc9725d;1EFTUYUyJE52hrpA3oe56RCUZcjdLaCDWG;0.1956;22.76732693;219.61295744;
278794;2014-01-05 18:32:35 UTC;f0c5b71d059935cb9010778bf0a2044e1477df14e529757f7d75b4e32528ea27;1D1MwmDPoeApTzXSinwhq6pgqCQJfoFtiu;0.9;23.66732693;211.26171176;
278795;2014-01-05 18:33:06 UTC;db57c198724d8d69377ff275f90bc6656bf61be2f05d3c58fad878fd28d0dd94;12DnYd1iZnsgdo2QLx2t5itP5peiKkWHAJ;0.1;23.76732693;210.37283725;
278796;2014-01-05 18:40:24 UTC;2c14afaa16cf2767f54902ac745240876ea00fd3d1de73122e2d3bd69c098026;1Bitcoin4yZjSSPoXUceJaiyQLABx7B2LL;3.63;27.39732693;182.49955599;
278798;2014-01-05 19:06:55 UTC;ad42b8e24dcb0f8f5f9f7478e210eb3af321d615c8f04fb5c2385174602b9689;14JW6m5KnmyzKhfsm9hKvXBSp73LMoeeJF;0.02;27.41732693;182.36642882;
278800;2014-01-05 19:42:18 UTC;744b65921d6dbb658a79178c955c44711fbbca8b50eaf857b84debf558de7c84;12DoeMC2YJjdrEoABEhorMDDW6EkQU6TDn;0.06;27.47732693;181.96821011;19geq9nqAa1hgMSWnA3jgDemGNwL18X4nK
278804;2014-01-05 20:19:03 UTC;4fb6090b87fd223a3911b1123ad694f8e3208299ef21a226bee1fea9afb92039;1AsMkNQ6z39g9Nvfs7PLExfXFCZMkPxjzF;0.3;27.77732693;180.00292154;
278805;2014-01-05 20:31:26 UTC;6288241dd6e9ddb363472d6b15125c7d82ef9cc41ba71be339d00a52e2df947b;17EFV3NoqqKuyTPn22MQ2ZGT4vJz78Kj1p;0.1;27.87732693;179.35722505;
278805;2014-01-05 20:31:26 UTC;9ee446a56aa93cf4f034df2dd515ab1f9073d5c5f741f6e2440017549dd160bf;1GRHuiCP6R66JfYSRhfcZbN6jcMf51H7X3;0.0101;27.88742693;179.29226718;
278811;2014-01-05 21:39:00 UTC;ddcf90eb3ee3f30dabff093274ba6185a9ce64b05151cee243d3c9660afa0839;18wh9z4o2NWSVJijiX6CcBLXYhPdahmbKk;0.05;27.93742693;178.97138532;
278811;2014-01-05 21:39:00 UTC;124ec8113c166aa08191e0c6ea27e9e87e07def56f6a2e627d44ce431f7f5d6f;1F8vzwi3xvuqgRwQtVSijvEMHJ4TqUiTKN;0.5;28.43742693;175.8246276;
278811;2014-01-05 21:39:00 UTC;d5715b3f91ac6031688f2245515bd5fd1ea698708e6171a71c2d092b122a35bd;1DGDsmkVTaZaQJJtqjNucHxL36A1qcX45B;0.0999;28.53732693;175.20912215;
278811;2014-01-05 21:39:00 UTC;0bae29f287e82c474314e0f95b4f20785818f253f6e9702ce99cddfc0251e6ad;1Abyi1Q26f59K3t6FWPiBFQjJHcdtwU9BH;0.2;28.73732693;173.98973858;
278812;2014-01-05 21:42:09 UTC;7bac2c696386866da493a32a9415354f3d55c4776bdbe26ebf0a369e79f1db92;1FJAHakFuVhWtS13svqCuH3oDJZ2Nx38ia;0.3;29.03732693;172.19215846;
278812;2014-01-05 21:42:09 UTC;9dddb4bae598be720706f6bf3ae6a760c36f0cd92b49537fd1f19d1a83bf3552;1Hwr1UUvCbfqYB3vsmDyhEKRG1uzMtCpM;0.0091;29.04642693;172.13821211;1LnjUQHp8tjvKeJK9EdTCxdxQkJN8zagaP
278813;2014-01-05 21:59:55 UTC;d2a7873cf6d3e256cbb65bcfcf3b6400456a40cfc23f5f64a552ebd72d6b5c42;1BF96DqvqUrnH96XAqXHiUMmP2tybty2cc;5.0;34.04642693;146.85828884;
278813;2014-01-05 21:59:55 UTC;37bd6a8943111830acdd989d495e73948e1076a193f3439181a2516f444ac51f;15G9zbmH7f29i1DSWVd9BpkVrwL931JKVg;0.3;34.34642693;145.57555027;
278814;2014-01-05 22:10:07 UTC;ebbb2a167d265d3e36ad15093614c114ee7913fe0ef3e105ea8b790424f2de8c;113n54JE6Jj3qEFmon9mnrW7wjdyo4nJ2L;10.0;44.34642693;112.74865522;
278815;2014-01-05 22:21:23 UTC;4a4c3b4ef7a70235333c76011b8d86cbdfb27c8aa464259501559a8aa6d836eb;1EGWdJNXAYpnRVUVKLD5avxS2vh7F4h4dZ;0.1;44.44642693;112.49498206;
278816;2014-01-05 22:25:06 UTC;55a19621bb3154f5a2a1106b0e112231f526d84635112090b1b32dac51fabbac;18HW4NoDYXhzMhTYrAo23nSMztG6GoDCXn;1.0;45.44642693;110.01965034;
278817;2014-01-05 22:29:03 UTC;bcb40c926d701f1180ad0aee614a7f2089c4c902194c4ed2718806aa0a938013;1EEKPFpSJPRzMjGWQmR9rkPRXd4ETTpcRA;5.0;50.44642693;99.11504747;14eqySubSkNEnPyZYWAFBW6V1rov5ZgPTL
278818;2014-01-05 22:36:18 UTC;a93d234e4fb045ba48ab95735a8300b068a2a72501de8a8b958521be0d3fd640;1Pohi1oYTTJn7Q9jXEJRA46i2QxaJSqHKQ;0.005;50.45142693;99.10522465;
278818;2014-01-05 22:36:18 UTC;8cb5ad9da24148bcfec4252ca5d54030663ddc93fe79e5efe3d95baeb381fcd2;1FpSZnWZbVZ4r5RkZRcpbVSeC2Avhex9ht;1.017;51.46842693;97.14693645;
278819;2014-01-05 22:53:13 UTC;a806ba0187e030bbe7fc793dad931deb4f8997427cd484d8b2c2f7d17e2b7f22;13sLGxUMBKwXzqm44WfJw4rwSeJ154VYav;0.0331;51.50152693;97.08450017;
278823;2014-01-05 23:02:57 UTC;ec8f922d0e4f9a51d39ca6d66399dc660cdd89594fde68f5708d0e2046e70067;1M6w5e5eyGqcutgfikXxas2RL4eB46L82i;1.121;52.62252693;95.0163417;1CJ1t2sVsLRoouEBuRxp75X54egxi1vrnU
278824;2014-01-05 23:10:37 UTC;9da337a1b51e3d8308fa5d1ef99b14de558b91e1fb4774c450fc2fa5d7b18be4;1BmjVXMrWQ2NF5ydjyc5Z8aeUsiAvCrsGz;0.6;53.22252693;93.9451824;
278825;2014-01-05 23:22:17 UTC;73d15d7e3532a7755aeb299f349338cbe4aef357b691aa65be719e21c0ae8383;1PaPeaZKfNzc7uD8VvXLKyEbxc3roHNzEn;0.5;53.72252693;93.07082682;
278825;2014-01-05 23:22:17 UTC;17142fddf660beba4bb48012e9310d22df4b7fde9900bb2753a9f5be4273d84f;16eobWhiJsRRCgRQCKWW3ic5K344avyXQ3;0.05;53.77252693;92.98428557;
278826;2014-01-05 23:38:19 UTC;63239b06fe96961e78b7118e581800193465653a46a7c609384310f3b8545d96;1JkVu58QQoczvRDk5g5RbfrNnvaveSttP1;0.02;53.79252693;92.94971412;
278827;2014-01-05 23:42:38 UTC;df3acbf9015a3f8671e847262bb2677e662c644591af4f5ca05cf738b1a554b5;1GgrHHhwVzxTmYh7x7wP2eqKpgg6v2B9FK;0.04;53.83252693;92.88064828;
278828;2014-01-05 23:53:54 UTC;55b4afdf56aa4ac192c877f2c1835b8f41fa8847653b2029f71e1e4270ea6f31;1LgMRikpJRQGsbHKDexjuWmrdC1mukRX88;0.05;53.88252693;92.79446019;
278828;2014-01-05 23:53:54 UTC;2a899fbbd119eb30de287e3d42ee789b1968baadfe7c0ca1c9ff89f38800a6db;1NVWRgMTdjhfy9tRD9G9gdUhmMSm57B8mW;1.5;55.38252693;90.28118212;
278828;2014-01-05 23:53:54 UTC;a690a0d8abe4aecc1b9e19775a63d7e30249a421ace10a10b32263ab453c6185;127tRLhquqyKDQ9sycKok2JMseSmW3chfL;0.4911441;55.87367103;89.48758705;185GUQFfXtq54cHdg7r123uu6hscbE8uiS
