BLOCK;DATETIME;SENDER;DONATION[PTS];SUM[PTS];RATE[AGS/PTS]
"35452";"2013-12-26 01:48:44 UTC";"PpsLSKnnANVrvCcRujjgSqTyN5GHFYghcN";"500.0";"500.0";"10.0"
"35458";"2013-12-26 02:15:22 UTC";"PuwK6ANGJRvYoYbaXtvzWamZBcdDrFAJik";"14.27250002";"600.0";"8.33333333"
"35458";"2013-12-26 02:15:22 UTC";"Pcr9yRyr2WvqZTWTERzmrTNMEQnWJY2pco";"85.72749998";"600.0";"8.33333333"
"35483";"2013-12-26 04:41:22 UTC";"Pj15XhEP4cQ6JB44LicGVi9CTZgWP9RnyQ";"1.0";"601.0";"8.31946755"
"35484";"2013-12-26 04:46:23 UTC";"PwG3N2fJ4MGtLJ2Gpvj9WT5xtEbSNnmMuJ";"5.0";"606.0";"8.25082508"
"35484";"2013-12-26 04:46:23 UTC";"PcovMofpK9W6rAuU27CUYZZLs7nWUx9S5m";"0.05";"606.05";"8.25014438"
"35486";"2013-12-26 04:49:44 UTC";"PemwHf2nd6E9jJ1cy4CiGXrZsf8SyP9uno";"3.0";"609.05";"8.20950661"
"35499";"2013-12-26 06:35:27 UTC";"PoacRtXDgKvz7tYL91J2iswz6XoAedKu7y";"20.0";"629.05";"7.94849376"
"35531";"2013-12-26 08:49:36 UTC";"Pqm3VNiPc296ayR171AQ5uAJE1MaxubdFH";"4.01894";"634.05";"7.88581342"
"35531";"2013-12-26 08:49:36 UTC";"PYFgNbkLZdfkoVwVobVfg3Tv7gFU7LwudE";"0.98106";"634.05";"7.88581342"
"35599";"2013-12-26 17:05:01 UTC";"Pqfw29sQ8D9gpgPUMMWRXSj3rzrg8zS4cE";"0.12345678";"634.17345678";"7.88427826"
"35612";"2013-12-26 18:49:22 UTC";"PmJwbQBFssGK1yd1GLQb8hHswzyRkqqNzB";"3.7531";"637.92655678";"7.83789285"
"35682";"2013-12-27 01:32:03 UTC";"Pte9qDpQfgkSUAreRsA5ZmNnx1hseFgtPU";"1.01";"638.93655678";"7.82550309"
"35696";"2013-12-27 03:12:04 UTC";"Pa5C3JdX4SmSVdWwKJUSDAqKQfkua6oHL3";"1.0";"639.93655678";"7.81327453"
"35700";"2013-12-27 03:51:04 UTC";"PjXBwtCULHcFWiS3fm7bitVPd7o46p4z4f";"1.0";"640.93655678";"7.80108413"
"35802";"2013-12-27 13:59:34 UTC";"PjsRLuzoci2NqPwfT748raPTvYxJ2EG93x";"0.1";"641.03655678";"7.79986718"
"35828";"2013-12-27 15:53:16 UTC";"Pqz1Md559NgRFi7Ujr8JZYUmxnqRrv4tfa";"1.95";"642.98655678";"7.77621234"
"35979";"2013-12-28 05:47:41 UTC";"PagVfZQLXoe28o63JRqXBXQd4bm9B6vchs";"0.33";"643.31655678";"7.77222341"
"36022";"2013-12-28 09:16:15 UTC";"PieCUUmTkkoP2giHLNyyX7owr2K47iwDrF";"1.0";"644.31655678";"7.76016067"
"36095";"2013-12-28 17:01:20 UTC";"Pp5tksWSgv4biMhoZ9oz2GeD95nSQUGAqD";"19.0";"663.31655678";"7.53787908"
"36102";"2013-12-28 17:30:43 UTC";"Pig6BWb2CeQKAjbBaxkKWCHfiPgjxaZi4N";"2.9609";"668.31655678";"7.48148456"
"36102";"2013-12-28 17:30:43 UTC";"PY2UAMEnAgw9XeEoMibBrzPmiMBo4y6cn5";"0.9263";"668.31655678";"7.48148456"
"36102";"2013-12-28 17:30:43 UTC";"PfH1WcTJCyYboHmNvNEQWguVyDVreQ7d7z";"1.1128";"668.31655678";"7.48148456"
"36194";"2013-12-29 01:28:40 UTC";"Pqfw29sQ8D9gpgPUMMWRXSj3rzrg8zS4cE";"0.20522167";"668.59082678";"7.4784155"
"36194";"2013-12-29 01:28:40 UTC";"Pp48Y1T2YVhe7959vNFAGR5ZuNFnTVV1QJ";"0.06904833";"668.59082678";"7.4784155"
"36228";"2013-12-29 04:05:37 UTC";"Per5D9pyvwy22eqCgsBbeKed3WR5S3a8tW";"0.98";"669.57082678";"7.46746991"
"36230";"2013-12-29 04:20:47 UTC";"PqHjFKbeaaBEvucnLNs68izER9F8WfBnpE";"2.0";"671.57082678";"7.44523109"
"36310";"2013-12-29 11:46:29 UTC";"PaK7JZiziT3GR6dVHRyVwbRDfewPzt58WX";"0.0441";"671.67082678";"7.44412263"
"36310";"2013-12-29 11:46:29 UTC";"PiG3BEBvqBFpcu4ywVALkwn42nutu45g7o";"0.0559";"671.67082678";"7.44412263"
"36310";"2013-12-29 11:46:29 UTC";"PpNhNdSHfYwoHUYz445i8AnhewuF3tynwj";"0.01";"671.68082678";"7.4440118"
"36313";"2013-12-29 11:44:44 UTC";"Pt4pc3yLqED2TAR11TYBN9bfHdnZoGN1Gu";"1.0";"672.68082678";"7.43294561"
"36317";"2013-12-29 12:14:44 UTC";"Ps1WAW5CnpUJwMzKdybYyqqUhhFebkBfgA";"0.1";"672.78082678";"7.4318408"
"36337";"2013-12-29 13:46:49 UTC";"PujhYLF7s53QDtoB2GuSyCrPzDwDB4fA4W";"0.9137";"673.69452678";"7.42176135"
"36354";"2013-12-29 14:59:43 UTC";"PaxtY7EBErxsMuRo5Qpd3xKCnVXZ1KCPEN";"5.55";"679.24452678";"7.36111931"
"36354";"2013-12-29 14:59:43 UTC";"Pvw5u6QQBoVt52i5CuDJnWc7EHyjQc4ziU";"0.2";"679.44452678";"7.3589525"
"36371";"2013-12-29 16:06:43 UTC";"Pqfw29sQ8D9gpgPUMMWRXSj3rzrg8zS4cE";"0.26406494";"679.70859172";"7.35609357"
"36390";"2013-12-29 18:09:32 UTC";"PcezrH5rQK1U2STMcdUgXzdF4YubEuuVpZ";"3.0";"682.70859172";"7.32376897"
"36405";"2013-12-29 19:03:42 UTC";"PY2UAMEnAgw9XeEoMibBrzPmiMBo4y6cn5";"2.2499";"687.70859172";"7.27052135"
"36405";"2013-12-29 19:03:42 UTC";"PfH1WcTJCyYboHmNvNEQWguVyDVreQ7d7z";"0.0697";"687.70859172";"7.27052135"
"36405";"2013-12-29 19:03:42 UTC";"Pig6BWb2CeQKAjbBaxkKWCHfiPgjxaZi4N";"2.6804";"687.70859172";"7.27052135"
"36448";"2013-12-29 21:24:24 UTC";"PZexm3aMvF4jcKbpFjxDqyAJQ1aDeEBQ6B";"1.0";"688.70859172";"7.25996461"
"36478";"2013-12-29 23:00:50 UTC";"Pmo1PVn3iqHBKP8bdJR9kAdsdrRkWBEsW7";"50.0";"738.70859172";"6.7685689"
"36491";"2013-12-29 23:49:27 UTC";"PYd5nW9heCcLkmgLNDBGxXim6X6oNBk7TT";"2.009267";"740.71785872";"6.75020852"
"36508";"2013-12-30 01:16:31 UTC";"PmMK1XBucCsUP8N2D8uinfjimRShdXMtFe";"0.989524";"741.70738272";"6.74120295"
"36552";"2013-12-30 03:30:45 UTC";"PrLFJ5sALz3HFEv67LYNuUTEogjf3jZQcG";"1.0";"742.70738272";"6.73212643"
"36555";"2013-12-30 03:55:45 UTC";"Pd9M9sEY6LHXhND9r1dYmVhDR9v3qKuTBT";"9.25733041";"751.96471313";"6.64924818"
"36561";"2013-12-30 04:12:04 UTC";"PYKeUGZHJvaZXNt4tr9t71pfBCK4dxiRVk";"10.0";"761.96471313";"6.56198366"
"36602";"2013-12-30 06:34:11 UTC";"PoYRC96abM5cJhnLsVeMdruMWZrcwnzAdY";"0.45";"762.41471313";"6.55811058"
"36603";"2013-12-30 06:34:27 UTC";"PvRTx2dTCRL1JSTVhwXG6CJD1wADX5CC8V";"1.0";"763.41471313";"6.54952009"
"36694";"2013-12-30 12:25:34 UTC";"PdnL2wPUFc8p2cU3BCYqREgiXdNVutM8tU";"129.5";"892.91471313";"5.59963894"
"36705";"2013-12-30 13:04:15 UTC";"Ppd4i4JBGkosxVAtJqFvEY11p82ezfX4T7";"0.1314";"893.04611313";"5.59881503"
"36740";"2013-12-30 15:34:58 UTC";"PuSKaQXEJxJiuEsBxFm69fiXsXCTaFfgZB";"0.1";"893.14611313";"5.59818816"
"36740";"2013-12-30 15:34:58 UTC";"PsW32RS7GRxVbAsHKBuqC8fxcC2en9V3Vs";"0.11252154";"893.25863467";"5.59748298"
"36832";"2013-12-30 21:39:03 UTC";"PpfvVx4zQpDRWBv8cXMvYtEEATGayEGBgQ";"1.0001";"894.25873467";"5.59122299"
"36834";"2013-12-30 21:55:32 UTC";"PY3F2MnxXB1eCXL9yyVFGUJtoWvguKW4PR";"4.74998139";"899.00951606";"5.56167639"
"36834";"2013-12-30 21:55:32 UTC";"Pv2wtiaDHq8xj1B3oyi4dRCiHtBSQE4V5M";"0.0008";"899.00951606";"5.56167639"
"36835";"2013-12-30 21:56:20 UTC";"PjXBwtCULHcFWiS3fm7bitVPd7o46p4z4f";"0.05";"900.00951606";"5.55549682"
"36835";"2013-12-30 21:56:20 UTC";"PeqW34ucn3E1EctNLAB4K3xcwBgwPi8xsW";"0.95";"900.00951606";"5.55549682"
"36838";"2013-12-30 22:07:49 UTC";"PruMNRMkp3C1dVAkGRsmUxqtVoNdMyVcKT";"49.94178613";"950.00951606";"5.26310517"
"36838";"2013-12-30 22:07:49 UTC";"Pr7V9GUm59dtKWXG6RJSymPsyCaCKWwNEj";"0.05";"950.00951606";"5.26310517"
"36838";"2013-12-30 22:07:49 UTC";"PdRaRYX6UGL9jGRynJp7EhuQprRs68ppEM";"0.00821387";"950.00951606";"5.26310517"
"36869";"2013-12-30 23:15:01 UTC";"PmwoumZeEpppxLNnWFqze8Xao7zqFJpF5i";"2.9";"967.90951606";"5.16577213"
"36869";"2013-12-30 23:15:01 UTC";"PrfatjyPsMKSvSsp69PV6mNcd6YLVcUGr5";"15.0";"967.90951606";"5.16577213"
"36874";"2013-12-30 23:48:48 UTC";"PhXZaBixve6AN3xrVhY8MdFWF8ynPEcRWo";"50.0";"1017.90951606";"4.91202796"
"36881";"2013-12-31 00:27:16 UTC";"PYTKaCC4t3FYB9hx5Uft4gDjKtC6A5R1hK";"45.125";"1361.90951606";"3.67131586"
"36881";"2013-12-31 00:27:16 UTC";"PgTavmsruhYxcT71iU7iX74PGDzGeaL4nr";"298.875";"1361.90951606";"3.67131586"
"36889";"2013-12-31 01:02:25 UTC";"PvRTx2dTCRL1JSTVhwXG6CJD1wADX5CC8V";"1.0";"1362.90951606";"3.66862212"
"36890";"2013-12-31 01:03:59 UTC";"PvRTx2dTCRL1JSTVhwXG6CJD1wADX5CC8V";"1.5";"1364.40951606";"3.66458892"
"36900";"2013-12-31 01:53:47 UTC";"PgTm2QG8uwDNXW9Yg5JdLty4oDa6PWbMv2";"0.1";"1364.50951606";"3.66432036"
"36911";"2013-12-31 02:37:37 UTC";"Pu8jb856npwna7dz6fQmDq2VYaEp8ZEqMY";"0.2";"1364.70951606";"3.66378335"
"36956";"2013-12-31 06:07:04 UTC";"Phvw9DHE4Casmga24YCHeo2CSRvvdDbriy";"6.0";"1370.70951606";"3.64774589"
"37005";"2013-12-31 09:17:06 UTC";"PjEwaTLiaCV2Zev1gDR5RnoaP5FRt9qwf7";"1.0";"1371.70951606";"3.64508662"
"37010";"2013-12-31 09:27:53 UTC";"PgPeT5HddLxXKnqdz758Vnt3RUuJHzTw2e";"2.0";"1373.70951606";"3.63977969"
"37019";"2013-12-31 09:57:45 UTC";"PYBsthm3u9ybXFjYveWGLU9hNy1kSArnT9";"0.05";"1373.75951606";"3.63964722"
"37035";"2013-12-31 11:00:23 UTC";"PbNMpnSMWYyWf2HMi6Tarq3CDFydPmshjK";"0.001";"1373.76051606";"3.63964457"
"37040";"2013-12-31 11:15:40 UTC";"Pfbpnqex2Y83xst8u9yCyarPR6dwN9BDBD";"5.0";"1378.76051606";"3.62644559"
"37040";"2013-12-31 11:15:40 UTC";"PYd5nW9heCcLkmgLNDBGxXim6X6oNBk7TT";"3.0";"1381.76051606";"3.61857206"
"37081";"2013-12-31 14:39:07 UTC";"PoSsSKW2EvMUjRH6Ubx78PMiLipUSFS7rv";"2.0";"1383.76051606";"3.61334201"
"37082";"2013-12-31 14:49:44 UTC";"PnSHsttzeJM7QE1iB9aeaHPtGEeyJMjow6";"10.0";"1393.76051606";"3.58741688"
"37088";"2013-12-31 15:30:01 UTC";"PvBRtooUNXFWenfUq6BAV2Ji2U2QQDJpBc";"90.0";"1483.76051606";"3.36981605"
"37092";"2013-12-31 16:06:53 UTC";"PZ7CAuMEGx1TcN1Cno34doLyRRE6ZNggMK";"0.3";"1484.06051606";"3.36913485"
"37101";"2013-12-31 16:33:38 UTC";"PvUTfVVyTJhZp1JgVd8TasQvQJ2wgMuguL";"0.151231";"1484.21174706";"3.36879156"
"37101";"2013-12-31 16:33:38 UTC";"Phc8Hf3bQy5h5VNAVM8PN3HkDDREfqTUNX";"0.1001";"1484.31184706";"3.36856437"
"37104";"2013-12-31 16:37:05 UTC";"Pspv5hDZZPYN13Ca872YYZ75MMELB6zf4y";"1.0";"1485.31184706";"3.36629645"
"37110";"2013-12-31 16:57:19 UTC";"Pbb5uovj4re1BXqCn7s2KrsLKwzA9V8wNf";"0.1562";"1485.46804706";"3.36594248"
"37117";"2013-12-31 17:11:47 UTC";"PbX9dBdhhAMcn5zepxLKhgKue5oURZ4pyo";"0.01";"1485.47804706";"3.36591982"
"37126";"2013-12-31 17:42:11 UTC";"PmwhoLtunuN1iQtVQKukLox2a3HbXC3MxX";"20.0";"1505.47804706";"3.32120419"
"37134";"2013-12-31 18:15:21 UTC";"Pc8VnVTVqBuwNFjKxrgGufWYC7poyaimb1";"0.0033";"1506.21134706";"3.31958726"
"37134";"2013-12-31 18:15:21 UTC";"Ph3hw9fLcTnMZCgQBsHMXqhqhzvQxuaRpW";"0.73";"1506.21134706";"3.31958726"
"37143";"2013-12-31 18:47:29 UTC";"PZkjFUVtdukbXAZaABsiyubX51LuRwgkXh";"15.0";"1521.21134706";"3.28685426"
"37199";"2013-12-31 21:50:46 UTC";"Pji2PA9YWYB1nqf9rFQTVsgU8c69UZPrD1";"4.0";"1525.21134706";"3.2782342"
"37204";"2013-12-31 22:18:44 UTC";"PaiBidXfL6f3BrnyCGgkN5B6vzkz6zEY5F";"1.0";"1526.21134706";"3.27608624"
"37214";"2013-12-31 23:13:02 UTC";"PrjUtu3MfhrGofc63wfia847pGaJERZRL8";"20.0";"1546.21134706";"3.23371059"
"37218";"2013-12-31 23:32:01 UTC";"Puu7CNdBft13wA5S1DMpt3hZPkKaxRYofv";"1.0001";"1547.21144706";"3.23162035"
"37224";"2013-12-31 23:51:49 UTC";"PijMWdDp1omfjoh9tS6rU9onVBVygmSMxq";"50.0";"1597.21144706";"3.1304559"
"37228";"2013-12-31 23:59:15 UTC";"PdnyGGDVLZnHu59BeJonGkv68bSyYEW6En";"30.0";"1627.21144706";"3.07274141"
"37230";"2014-01-01 00:04:02 UTC";"PrzZrfB7r5uxwhnih9QTYMef8GTRqGu9yC";"11.494127";"1650.53644706";"3.02931814"
"37230";"2014-01-01 00:04:02 UTC";"Pqx8cHX8HiEV54NZXwiLCGMhQ3qF9mDxxJ";"11.830873";"1650.53644706";"3.02931814"
"37244";"2014-01-01 01:04:59 UTC";"PsxSZXwYw5vh2Nzi6aQvpEumdk8KoZrorz";"0.1000001";"1650.63644716";"3.02913462"
"37259";"2014-01-01 02:07:28 UTC";"PiH3uTrLXsyVGvuAjJUUH3UdZRSp6TgxXv";"1.0";"1651.63644716";"3.0273006"
"37272";"2014-01-01 02:53:53 UTC";"PvUeXsELaD7N7rmEGpTHJrZJ4ZApHHo4bR";"2.0";"1653.63644716";"3.02363921"
"37277";"2014-01-01 03:50:02 UTC";"PbX9dBdhhAMcn5zepxLKhgKue5oURZ4pyo";"0.01";"1653.64644716";"3.02362092"
"37282";"2014-01-01 04:07:28 UTC";"Pc9jc7ts2xdenKcB6MJXWuzG4QKY1PBWyN";"0.01";"1653.65644716";"3.02360264"
"37288";"2014-01-01 04:23:58 UTC";"Pqz1Md559NgRFi7Ujr8JZYUmxnqRrv4tfa";"0.3";"1653.95644716";"3.02305421"
"37294";"2014-01-01 04:45:08 UTC";"PZ3dCbvE3P2HMLhq4AxhxJMHjpajhUCWmi";"0.1";"1654.05644716";"3.02287144"
"37319";"2014-01-01 06:27:05 UTC";"PYT6bpw6nkRGz8fU5NaLTJruT77rfgESQU";"0.5";"1654.55644716";"3.02195794"
"37319";"2014-01-01 06:27:05 UTC";"PYT6bpw6nkRGz8fU5NaLTJruT77rfgESQU";"0.5";"1655.05644716";"3.021045"
"37319";"2014-01-01 06:27:05 UTC";"PYT6bpw6nkRGz8fU5NaLTJruT77rfgESQU";"0.5";"1655.55644716";"3.0201326"
"37319";"2014-01-01 06:27:05 UTC";"PYBsthm3u9ybXFjYveWGLU9hNy1kSArnT9";"0.5";"1656.05644716";"3.01922076"
"37319";"2014-01-01 06:27:05 UTC";"PYT6bpw6nkRGz8fU5NaLTJruT77rfgESQU";"0.5";"1656.55644716";"3.01830946"
"37319";"2014-01-01 06:27:05 UTC";"PYT6bpw6nkRGz8fU5NaLTJruT77rfgESQU";"0.4929472";"1657.05644716";"3.01739872"
"37319";"2014-01-01 06:27:05 UTC";"PjfLPWL7rdFqUYeHQoGgEiNjnnauJr3zes";"0.0070528";"1657.05644716";"3.01739872"
"37319";"2014-01-01 06:27:05 UTC";"PYBsthm3u9ybXFjYveWGLU9hNy1kSArnT9";"0.12";"1657.55644716";"3.01648852"
"37319";"2014-01-01 06:27:05 UTC";"PmiGpqAxJE2ZC9936oJbLoVNG7D7JxsLPE";"0.03999998";"1657.55644716";"3.01648852"
"37319";"2014-01-01 06:27:05 UTC";"PYT6bpw6nkRGz8fU5NaLTJruT77rfgESQU";"0.34000002";"1657.55644716";"3.01648852"
"37319";"2014-01-01 06:27:05 UTC";"PraxFPkpZsijjm541qYtc4dESu5ZJ9nMeb";"0.1";"1657.65644716";"3.01630655"
"37322";"2014-01-01 06:47:25 UTC";"Pra6vfaPq5HjmR46spj1tEt7ocrEV6ZVgT";"1.0";"1658.65644716";"3.01448803"
"37326";"2014-01-01 06:54:38 UTC";"PgPvjBREh5diyWkBb8jtBPJoNNyR3kztdh";"0.5";"1659.15644716";"3.01357959"
"37327";"2014-01-01 06:59:29 UTC";"PgsZLuGBb6p7H7iJ88Yews4DVDfttVEgep";"0.5";"1659.65644716";"3.01267169"
"37330";"2014-01-01 07:11:25 UTC";"PYnr6JFiWV4gUN8KFqQWQFo5LHavyLxEja";"0.98";"1660.63644716";"3.01089381"
"37340";"2014-01-01 07:36:24 UTC";"PfsGJPFt71mpg5nsNj88ipDzNTS7SDCXsQ";"0.5";"1661.13644716";"3.00998754"
"37341";"2014-01-01 07:39:21 UTC";"PsvN1yjZq4noZwwesr9Nnnz2HJR4rcccjz";"0.5";"1661.63644716";"3.00908181"
"37343";"2014-01-01 07:42:51 UTC";"PnoRzp3VzpfYjhANbuys6p5nc4tSPSDX89";"0.5";"1662.13644716";"3.00817662"
"37345";"2014-01-01 07:50:59 UTC";"PnemduCeq4eAej7XYMpxo1xm3i3UYa8vgP";"0.5";"1662.63644716";"3.00727198"
"37350";"2014-01-01 08:20:27 UTC";"PhiZbCyuGaAXp9DtJ82Unas7HPX2mGKH2x";"1.0";"1663.63644716";"3.00546433"
"37350";"2014-01-01 08:20:27 UTC";"Pnvyz8XNGiWZH4gSpTEHyoeaDfi1EHgx4e";"0.5";"1664.13644716";"3.00456132"
"37352";"2014-01-01 08:22:54 UTC";"Pbzw16j56FYvCTxu5p3SqfmmtfpENCR4P5";"0.5";"1664.63644716";"3.00365885"
"37353";"2014-01-01 08:23:15 UTC";"PdgxT1GfvCAFqUNe2AiffFF4hDUHh6FgKy";"0.5";"1665.13644716";"3.00275693"
"37354";"2014-01-01 08:23:26 UTC";"PtnxeL9w2oGkYUFMJtc6yuoG9t1GX4MFpN";"0.5";"1665.63644716";"3.00185554"
"37356";"2014-01-01 08:26:32 UTC";"Ptm67TRS5b2WbqPTDojQ1CyBSxo7cKszNJ";"0.14266204";"1665.7791092";"3.00159845"
"37359";"2014-01-01 08:41:13 UTC";"PjiE8bpUZJci26CAqkyuTJrdVQRGpFbxYu";"0.5";"1666.2791092";"3.00069777"
"37361";"2014-01-01 08:56:51 UTC";"Pig6BWb2CeQKAjbBaxkKWCHfiPgjxaZi4N";"0.7307";"1667.2791092";"2.99889801"
"37361";"2014-01-01 08:56:51 UTC";"PY2UAMEnAgw9XeEoMibBrzPmiMBo4y6cn5";"0.2693";"1667.2791092";"2.99889801"
"37363";"2014-01-01 08:56:25 UTC";"PdyCm6QTKhFnyRZPfLQbunYNPQHjCR3uhY";"0.5";"1667.7791092";"2.99799894"
"37364";"2014-01-01 09:02:43 UTC";"PdLFYm4nhPBmsfyBz7SBTBu8hJt5uzSrT7";"0.46166997";"1668.2791092";"2.99710041"
"37364";"2014-01-01 09:02:43 UTC";"Pe8w6GUn94w2AHQum9g8sUbWcgCBPpJE4M";"0.03833003";"1668.2791092";"2.99710041"
"37367";"2014-01-01 09:17:20 UTC";"PuWXPA2hRMRNbaFpvEW1VQ8xraMZ2suo8M";"0.5";"1668.7791092";"2.99620242"
"37369";"2014-01-01 09:21:30 UTC";"Pksko6M1va7FtKAD7oPiuyrkPRUeeJk4rG";"0.02";"1668.7991092";"2.99616651"
"37370";"2014-01-01 09:22:55 UTC";"PmqLapB2zYAbyXQyVjwnNnghp18eE7Gmcj";"0.5";"1669.2991092";"2.99526908"
"37371";"2014-01-01 09:25:24 UTC";"Phanc7ckyr95GNMC3B1mzYxx3TkxQ1TgWD";"0.5";"1669.7991092";"2.99437218"
"37372";"2014-01-01 09:29:39 UTC";"PotpAR4pA3fVzkKoQL7nStJvLuDD4QNp2N";"5.98679353";"1679.7991092";"2.97654641"
"37372";"2014-01-01 09:29:39 UTC";"Pbv1hwArD8ZQtNmB8gdLjAMYSV1Piu8Z33";"4.01320647";"1679.7991092";"2.97654641"
"37375";"2014-01-01 09:37:33 UTC";"Puz3S6CqDLaKxx2LeJsgdehH9vvxgfnEcm";"100.0";"1779.7991092";"2.80930582"
"37377";"2014-01-01 09:40:59 UTC";"Pmd6qsrwJavusfAajHiuBJgZiEZB8oufSQ";"0.5";"1780.2991092";"2.80851682"
"37378";"2014-01-01 09:41:28 UTC";"PgsyGS6PwVgLwCwEsDjZZhQySzjAuB2ME7";"0.5";"1780.7991092";"2.80772827"
"37385";"2014-01-01 10:07:30 UTC";"PtPKrFLzMw4jLhyntJxcvN9Yy8YHEeDT3E";"0.5";"1781.2991092";"2.80694016"
"37390";"2014-01-01 10:18:47 UTC";"PiyXtgCwwF6U2cQrgZGSxo3KJY98BJUrZM";"0.5";"1781.7991092";"2.80615249"
"37391";"2014-01-01 10:19:18 UTC";"PavaFFtPrwbq2rRqVJ81G4hLHgD1GRuZc8";"0.1";"1781.8991092";"2.80599501"
"37391";"2014-01-01 10:19:18 UTC";"PYr2q9WEdMnVv351RMirQ2tJLD2ztg2DhP";"0.5";"1782.3991092";"2.80520787"
"37392";"2014-01-01 10:23:41 UTC";"Pt9yXYCyUmyHAmL7pv1WoU8Zasfs2zVobs";"0.5";"1782.8991092";"2.80442117"
"37396";"2014-01-01 10:36:13 UTC";"PhdhrgQsqaATXAxCAaw5UkWHvzwtjHxJJa";"1.0";"1783.8991092";"2.80284909"
"37403";"2014-01-01 10:52:35 UTC";"PnJRBRaFwcFxZtbHwZSDXXbP4qoEm71gjT";"48.736515";"1833.8991092";"2.72643134"
"37403";"2014-01-01 10:52:35 UTC";"Pmn92gLnpVLXwsnj2XU6qAeh28FAkQScdC";"1.263485";"1833.8991092";"2.72643134"
"37404";"2014-01-01 10:52:11 UTC";"PqR6z1XqBHD847tZLMwWR6iwjC1JaGQSHr";"0.01147697";"1834.3991092";"2.7256882"
"37404";"2014-01-01 10:52:11 UTC";"PwE92aYMkAvta33Xya63EAifhDrX1mjTLM";"0.48852303";"1834.3991092";"2.7256882"
"37410";"2014-01-01 11:14:08 UTC";"Pvcmnnm1hhAJpr26BWxNTgSEWdjstcERe8";"12.822983";"1870.5972092";"2.67294315"
"37410";"2014-01-01 11:14:08 UTC";"Pn2ZmaZQjeiEjUKfPvip9W4nVrifxuUBNL";"12.833383";"1870.5972092";"2.67294315"
"37410";"2014-01-01 11:14:08 UTC";"PkAWPKQsZSYU6uUdMkqV1vq4hpAn6vC6fz";"10.455434";"1870.5972092";"2.67294315"
"37410";"2014-01-01 11:14:08 UTC";"Po72PW4znzVrJWmuhQSP7F3Cm8iGFLkqPx";"0.0003";"1870.5972092";"2.67294315"
"37410";"2014-01-01 11:14:08 UTC";"PeLJq7Sb92euEzNBgvgo5qhNNBTJfL6fUL";"0.086";"1870.5972092";"2.67294315"
"37415";"2014-01-01 11:28:20 UTC";"PqhpGMRBSZbTEFgo1MHNXqDiveo9aTqYDU";"0.01123456";"1870.60844376";"2.6729271"
"37433";"2014-01-01 12:26:43 UTC";"PtG6SNAbjQrdiQRFtrJARAJcuXBfeinVoW";"0.9899";"1871.59834376";"2.67151337"
"37449";"2014-01-01 12:58:44 UTC";"PfELTunrc1pzJ3dhMdJP6NG5BcrhK8sFqB";"0.8";"1872.39834376";"2.67037194"
"37461";"2014-01-01 13:23:43 UTC";"PdFoC6SeAoEdWdFBrChrc7L4bPHp5Wnbow";"0.3";"1872.69834376";"2.66994416"
"37466";"2014-01-01 13:40:23 UTC";"PmhyvJKqriMPC4u5ZxMwjdt1fQqLJRtqUp";"0.13";"1872.89834376";"2.66965904"
"37466";"2014-01-01 13:40:23 UTC";"PiKLNshbaXzxYH7Wmg1dsVyRjHvnJg9fyS";"0.07";"1872.89834376";"2.66965904"
"37470";"2014-01-01 13:59:27 UTC";"PrpT68Qi5SoebVNtzQqUm4Y5TPEX6sPA68";"80.0";"1952.89834376";"2.56029712"
"37470";"2014-01-01 13:59:27 UTC";"PhygyADGcY44uHMo1WB4gdxYFvbrRpR4nM";"1.0";"1953.89834376";"2.55898676"
"37473";"2014-01-01 14:17:45 UTC";"PtQhnwj5xa5huMK3ScGrR5sRULuzQEKima";"0.9";"1954.79834376";"2.55780859"
"37478";"2014-01-01 14:38:11 UTC";"PYC2SUBjTCY2dZWeN3YK5n5dpLnv1DzsP8";"20.0";"1974.79834376";"2.53190409"
"37480";"2014-01-01 14:46:54 UTC";"Pvpkmmx6B4RTiLko2ymCD1pPUFWXfsuGPT";"18.6698896";"1994.79834376";"2.50651903"
"37480";"2014-01-01 14:46:54 UTC";"PqeFEmT8WGP1MnyS6DSoRuc9FZYadekdyB";"1.32961947";"1994.79834376";"2.50651903"
"37480";"2014-01-01 14:46:54 UTC";"PgznLRDcQ7VX3ma4Ho1oTZQfGH5dyaNuNy";"0.00049093";"1994.79834376";"2.50651903"
"37483";"2014-01-01 15:10:40 UTC";"PaoJXg3x1xfPaZAVrP4Bk8NHWCJC6DdQ24";"1.0";"1995.79834376";"2.50526313"
"37495";"2014-01-01 15:33:18 UTC";"Penm9i2B6mSiBsMp2PAKSS1em4Hn32LFNR";"1.0";"1996.79834376";"2.50400849"
"37496";"2014-01-01 15:33:35 UTC";"PmYxzW4BHGhJJw7gg54JfCx7hj5fg2QLYx";"40.59";"2046.79834376";"2.44283958"
"37496";"2014-01-01 15:33:35 UTC";"PbVbmWV9GvJYSCGJQdPT8aP7dufux8K5gW";"9.41";"2046.79834376";"2.44283958"
"37500";"2014-01-01 15:47:19 UTC";"Ph3hw9fLcTnMZCgQBsHMXqhqhzvQxuaRpW";"0.4999";"2047.29834376";"2.44224298"
"37500";"2014-01-01 15:47:19 UTC";"Pc8VnVTVqBuwNFjKxrgGufWYC7poyaimb1";"0.0001";"2047.29834376";"2.44224298"
